conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Paslon,Debat
1754125343743701134,Sun Feb 04 12:50:46 +0000 2024,28763,Menemani Pak @prabowo dalam Debat Final Capres. Gas Pak 🇮🇩 https://t.co/kXYNBkagh8,1754125343743701134,https://pbs.twimg.com/media/GFfnsIDbIAA0INa.jpg,,in,,219,1938,1956,https://x.com/gibran_tweet/status/1754125343743701134,1356478042797797377,gibran_tweet,Prabowo,Debat 5
1754148389372235822,Sun Feb 04 14:22:21 +0000 2024,36536,setiap prabowo bilang makan gratis satu helai rambut ganjar menghitam,1754148389372235822,,,in,,762,507,5279,https://x.com/weaupon/status/1754148389372235822,1399238850614988811,weaupon,Prabowo,Debat 5
1754145076014657570,Sun Feb 04 14:09:11 +0000 2024,54269,anies ke prabowo: bisakah bapak jelaskan apa yang kurang dalam pemberdayaan dan perlindungan perempuan? prabowo: fokus saya membantu memberi gizi makan ibu-ibu pendidikan pelayanan kesehatan dan kesetaraan gender. anies: bapak belum menjawab. mohon dielaborasi lagi. ,1754145076014657570,,,in,,850,484,9401,https://x.com/dayatpiliang/status/1754145076014657570,598073319,dayatpiliang,Prabowo,Debat 5
1754127537230454977,Sun Feb 04 12:59:29 +0000 2024,11714,Kurangnya dokter itu masalah kuratif pak Prabowo kan yang ditanya preventif dan promotif. Masalah kuratif &gt; orientasi Anggaran kesehatan digunakan untuk menyembuhkan orang sakit Masalah preventif promotif &gt; mencegah orang supaya ga sakit,1754127537230454977,,,in,,190,90,2614,https://x.com/legislatweet/status/1754127537230454977,1517123019453636609,legislatweet,Prabowo,Debat 5
1754146078046421077,Sun Feb 04 14:13:10 +0000 2024,69580,bersama prabowo menuju indonesia mukbang,1754146078046421077,,,in,ask.renne@gmail.com,6507,2225,21459,https://x.com/makmummasjid/status/1754146078046421077,103521467,makmummasjid,Prabowo,Debat 5
1754151191863595071,Sun Feb 04 14:33:29 +0000 2024,60417,Istri gue yang dokter tiap Prabowo ngomong Indonesia kekurangan dokter ngomel2 mulu ,1754151191863595071,,,in,"Busan, Republic of Korea",657,640,6465,https://x.com/primawansatrio/status/1754151191863595071,104823513,primawansatrio,Prabowo,Debat 5
1754199550603231699,Sun Feb 04 17:45:38 +0000 2024,43186, kenapa kamu belom makan? iya nunggu di-gofood-in Prabowo ,1754199550603231699,,,in,"Melbourne, Victoria",995,377,8955,https://x.com/mahdinosaur/status/1754199550603231699,1155538111742406656,mahdinosaur,Prabowo,Debat 5
1754106606307156255,Sun Feb 04 11:36:19 +0000 2024,52589,Kalau pemilu beneran satu putaran dan yang menang Prabowo ada kemungkinan ini adalah debat presiden terakhir 10 tahun kedepan jadi jangan lupa nonton,1754106606307156255,,,in,,1306,844,6939,https://x.com/legislatweet/status/1754106606307156255,1517123019453636609,legislatweet,Prabowo,Debat 5
1754175179302085061,Sun Feb 04 16:08:48 +0000 2024,681,mungkin prabowo fokus di saintek karena di soshum terlalu banyak anak skena,1754175179302085061,,,in,tempat pembuangan sampah,30,21,143,https://x.com/kesienji/status/1754175179302085061,1090574935,kesienji,Prabowo,Debat 5
1754145768246763854,Sun Feb 04 14:11:56 +0000 2024,45344,Mantap Pak Anies sangat menunjukkan sikap negarawan sejati. Pak Prabowo sama sekali tidak menjawab pertanyaan Pak Anies soal perlindungan perempuan tapi Pak Anies tidak perlu menunjukkan gestur kurang sopan dalam menggali jawaban Pak Prabowo. Hormat ,1754145768246763854,,,in,"Wakatobi, Sulawesi Tenggara",192,753,7604,https://x.com/Arie_Kriting/status/1754145768246763854,102215394,Arie_Kriting,Prabowo,Debat 5
