conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Paslon,Debat
1734587898601906675,Tue Dec 12 14:55:56 +0000 2023,0,Gak bayangin Gibran bakal lawan Cak Imin sama Pak Mahfud ,1734587898601906675,,,in,in your atmosphere,0,0,0,https://x.com/nordboii/status/1734587898601906675,152214164,nordboii,Ganjar,Debat 1
1734594396950315375,Tue Dec 12 15:21:46 +0000 2023,0,akal akalan siapa si anies wakilnya ca imin hadah,1734594396950315375,,,in,,0,0,1,https://x.com/arrietty310820/status/1734594396950315375,1421199534273622018,arrietty310820,Ganjar,Debat 1
1734554947637870655,Tue Dec 12 12:45:00 +0000 2023,0,Momen Gibran Cium Tangan Cak Imin saat Memasuki Ruang Debat Capres 2024 di KPU https://t.co/5PwymPKEnp #DebatCapres #DebatPilpres2024 Ganjar Pranowo Mahfud MD Prabowo Subianto Gibran Rakabuming Raka Anies Baswedan Cak Imin Wiranto Polisi KPU https://t.co/JzlIwmyTpx,1734554947637870655,https://pbs.twimg.com/media/GBJgh10awAA3yGU.jpg,,in,Jl Sungai Raya Dalam Kubu Raya,0,0,0,https://x.com/tribunpontianak/status/1734554947637870655,115936810,tribunpontianak,Ganjar,Debat 1
1734591257555660831,Tue Dec 12 15:09:17 +0000 2023,0,MOTM malem ini gue suka ngomongnya anies sih wkwkwk enak rapih. Tapi gue nungguin banget nanti bagian cak imin yg ngomong sih WKWKWKWK,1734591257555660831,,,in,,0,1,0,https://x.com/ivanpersie20/status/1734591257555660831,990557790,ivanpersie20,Ganjar,Debat 1
1734563440557990150,Tue Dec 12 13:18:45 +0000 2023,0,Ganjar-Mahfud Tos Dulu Sebelum Debat Capres Pakai Kemeja Sat Set Tas Tes https://t.co/VzfdT0amkn #DebatCapres #DebatPilpres2024 Ganjar Pranowo Mahfud MD Prabowo Subianto Gibran Rakabuming Raka Anies Baswedan Cak Imin Wiranto Polisi KPU 19.00 WIB Pak Anies Ibu Mega https://t.co/a3SczTUTcn,1734563440557990150,https://pbs.twimg.com/media/GBJoJQRbEAA01qX.jpg,,in,Jl Sungai Raya Dalam Kubu Raya,0,0,0,https://x.com/tribunpontianak/status/1734563440557990150,115936810,tribunpontianak,Ganjar,Debat 1
1734651476218372315,Tue Dec 12 19:08:34 +0000 2023,0,Anak Ungkap Strategi Mahfud saat Debat Cawapres Lawan Cak Imin dan Gibran https://t.co/Tm2KODNiHE,1734651476218372315,,,in,Indonesia,0,0,0,https://x.com/merdekadotcom/status/1734651476218372315,456426648,merdekadotcom,Ganjar,Debat 1
1734646508635501052,Tue Dec 12 18:48:50 +0000 2023,0,ga sabar nonton masterchef. yang jadi peserta imin sama mahfud. yg digoreng gibran,1734646508635501052,,,in,,0,0,0,https://x.com/ruleonme_/status/1734646508635501052,1292752371202711552,ruleonme_,Ganjar,Debat 1
1734606684008661115,Tue Dec 12 16:10:35 +0000 2023,0,Itu asam sulfat pake nge-cheering segala apa ga takut ntar dibantai prof mahfud-cak imin? Ngeliat debat malam ini harusnya dia gemetaran sih..,1734606684008661115,,,in,"Jawa Barat, Indonesia",0,0,0,https://x.com/machineheadz/status/1734606684008661115,821851706,machineheadz,Ganjar,Debat 1
1734609623326560677,Tue Dec 12 16:22:16 +0000 2023,0,Cak Imin orangnya lumayan baik nha prof Mahfud ini tipe senggol bacok wkwk.. pen ngliat gimana mereka menghadapi anak manja pak bos. Tega apa berbelas kasihan ?,1734609623326560677,,,in,"Jawa Barat, Indonesia",0,0,0,https://x.com/machineheadz/status/1734609623326560677,821851706,machineheadz,Ganjar,Debat 1
1734608202065752515,Tue Dec 12 16:16:37 +0000 2023,0,Aku ga liat debat capres malam ini tp bayangin klo debat cawapres nnt imin vs gibran vs mahfud ya Allah mau jadi apa gibran :(,1734608202065752515,,,in,,1,1,1,https://x.com/anggertito/status/1734608202065752515,843529380,anggertito,Ganjar,Debat 1
