conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1754125343743701134,Sun Feb 04 12:50:46 +0000 2024,28763,Menemani Pak @prabowo dalam Debat Final Capres. Gas Pak 🇮🇩 https://t.co/kXYNBkagh8,1754125343743701134,https://pbs.twimg.com/media/GFfnsIDbIAA0INa.jpg,,in,,219,1938,1956,https://x.com/gibran_tweet/status/1754125343743701134,1356478042797797377,gibran_tweet
1754148389372235822,Sun Feb 04 14:22:21 +0000 2024,36536,setiap prabowo bilang makan gratis satu helai rambut ganjar menghitam,1754148389372235822,,,in,,762,507,5279,https://x.com/weaupon/status/1754148389372235822,1399238850614988811,weaupon
1754145076014657570,Sun Feb 04 14:09:11 +0000 2024,54269,anies ke prabowo: bisakah bapak jelaskan apa yang kurang dalam pemberdayaan dan perlindungan perempuan? prabowo: fokus saya membantu memberi gizi makan ibu-ibu pendidikan pelayanan kesehatan dan kesetaraan gender. anies: bapak belum menjawab. mohon dielaborasi lagi. ,1754145076014657570,,,in,,850,484,9401,https://x.com/dayatpiliang/status/1754145076014657570,598073319,dayatpiliang
1754127537230454977,Sun Feb 04 12:59:29 +0000 2024,11714,Kurangnya dokter itu masalah kuratif pak Prabowo kan yang ditanya preventif dan promotif. Masalah kuratif &gt; orientasi Anggaran kesehatan digunakan untuk menyembuhkan orang sakit Masalah preventif promotif &gt; mencegah orang supaya ga sakit,1754127537230454977,,,in,,190,90,2614,https://x.com/legislatweet/status/1754127537230454977,1517123019453636609,legislatweet
1754146078046421077,Sun Feb 04 14:13:10 +0000 2024,69580,bersama prabowo menuju indonesia mukbang,1754146078046421077,,,in,ask.renne@gmail.com,6507,2225,21459,https://x.com/makmummasjid/status/1754146078046421077,103521467,makmummasjid
1754151191863595071,Sun Feb 04 14:33:29 +0000 2024,60417,Istri gue yang dokter tiap Prabowo ngomong Indonesia kekurangan dokter ngomel2 mulu ,1754151191863595071,,,in,"Busan, Republic of Korea",657,640,6465,https://x.com/primawansatrio/status/1754151191863595071,104823513,primawansatrio
1754199550603231699,Sun Feb 04 17:45:38 +0000 2024,43186, kenapa kamu belom makan? iya nunggu di-gofood-in Prabowo ,1754199550603231699,,,in,"Melbourne, Victoria",995,377,8955,https://x.com/mahdinosaur/status/1754199550603231699,1155538111742406656,mahdinosaur
1754106606307156255,Sun Feb 04 11:36:19 +0000 2024,52589,Kalau pemilu beneran satu putaran dan yang menang Prabowo ada kemungkinan ini adalah debat presiden terakhir 10 tahun kedepan jadi jangan lupa nonton,1754106606307156255,,,in,,1306,844,6939,https://x.com/legislatweet/status/1754106606307156255,1517123019453636609,legislatweet
1754175179302085061,Sun Feb 04 16:08:48 +0000 2024,681,mungkin prabowo fokus di saintek karena di soshum terlalu banyak anak skena,1754175179302085061,,,in,tempat pembuangan sampah,30,21,143,https://x.com/kesienji/status/1754175179302085061,1090574935,kesienji
1754145768246763854,Sun Feb 04 14:11:56 +0000 2024,45344,Mantap Pak Anies sangat menunjukkan sikap negarawan sejati. Pak Prabowo sama sekali tidak menjawab pertanyaan Pak Anies soal perlindungan perempuan tapi Pak Anies tidak perlu menunjukkan gestur kurang sopan dalam menggali jawaban Pak Prabowo. Hormat ,1754145768246763854,,,in,"Wakatobi, Sulawesi Tenggara",192,753,7604,https://x.com/Arie_Kriting/status/1754145768246763854,102215394,Arie_Kriting
1754134961102401965,Sun Feb 04 13:28:59 +0000 2024,23198,prabowo is so me. MAKAN SIANG is what I look forward to everyday. I woke up everyday and think hmm MAKAN SIANG apa yaa. got boring morning class? daydream about ur MAKAN SIANG. I text my friends MAKAN SIANG? daily. MAKAN SIANG is happiness. MAKAN SIANG is life. MAKAN SIANG!!!!,1754134961102401965,,,en,,983,188,5796,https://x.com/hotcheet/status/1754134961102401965,788935790835269632,hotcheet
1754129184702734486,Sun Feb 04 13:06:02 +0000 2024,10555,Prabowo bilang kita akan berikan beasiswa untuk generasi muda cemerlang untuk kemudian sekolah di luar. Dulu ada satu generasi cemerlang yang dikirim keluar tapi ga bisa pulang karena mertuanya. https://t.co/1XMv2Xh8NU,1754129184702734486,https://pbs.twimg.com/media/GFfq9LxbIAAm3y6.jpg,,in,,255,70,3333,https://x.com/arman_dhani/status/1754129184702734486,1248266161436807168,arman_dhani
1754167338910503289,Sun Feb 04 15:37:39 +0000 2024,25063,Prabowo sudah bermain aman dan diberi rasa aman oleh 01 dan 03.. Tapi apa daya menolak menerima pertanyaan wartawan di akhir acara adalah blunder besar karena menunjukan bahwa betapa seorang Prabowo tidak begitu bersahabat dengan para Insan Media. https://t.co/CTnHvPNHjb,1754167338910503289,https://pbs.twimg.com/ext_tw_video_thumb/1754164251978313728/pu/img/4o43v3u10Mk2ploG.jpg,,in,"Bima Sakti, Bumi, Indonesia",691,743,6548,https://x.com/abu_waras/status/1754167338910503289,2905814730,abu_waras
1754160809499136217,Sun Feb 04 15:11:42 +0000 2024,49607,Narasinya ketebak banget padahal yang maki-maki paslon lain di luar forum debat itu Prabowo dia yang salah paslon lain tidak menjelekkan Prabowo tapi Prabowo dinarasikan seolah dia gentle dan merawat kerukunan hello?? https://t.co/Gf6zptWT8o,1754160809499136217,https://pbs.twimg.com/media/GFgH9Y3asAAZO3k.jpg,,in,imamnya @tucarino_,555,536,13329,https://x.com/KemenperinRI/status/1754160809499136217,1030789552867139584,KemenperinRI
1754138545177211239,Sun Feb 04 13:43:14 +0000 2024,25991,Mending kita punya 3 presiden aja. @aniesbaswedan: 09.00 - 17.00 @ganjarpranowo 17.00 - 01.00 @prabowo Graveyard Shift,1754138545177211239,,,in,"Pondok Cina, Depok",535,350,3987,https://x.com/neohistoria_id/status/1754138545177211239,1495326248100589569,neohistoria_id
1754151899471954314,Sun Feb 04 14:36:18 +0000 2024,19091,pak prabowo mau menyaingi tzuyang,1754151899471954314,,,in,"Melbourne, Victoria",2113,449,3634,https://x.com/kyrakiya/status/1754151899471954314,731856915991400448,kyrakiya
1753980508219101500,Sun Feb 04 03:15:15 +0000 2024,30804,Iya aku jg pengennya satu putaran aja mba kiky tanggal 14 feb prabowo-gibran kalah terus anies-imin sama ganjar-mahfud jadi presiden ganti-gantian sebulan sekali,1753980508219101500,,,in,Bludhaven,966,327,6563,https://x.com/wambohuhu/status/1753980508219101500,43292372,wambohuhu
