conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1734560921438343351,Tue Dec 12 13:08:44 +0000 2023,9379,prabowo ketika debat bertema ham pendukungnya : https://t.co/xWtzFaZE9x,1734560921438343351,https://pbs.twimg.com/media/GBJlY3RaEAAJWDZ.jpg,,in,Belakang Nancafsu,165,63,1362,https://x.com/isishaki/status/1734560921438343351,1105824703891988482,isishaki
1734721044194480369,Tue Dec 12 23:45:01 +0000 2023,632,Selamat pagi tweeps awali pagi yang cerah ini dengan berdoa. Selamat beraktivitas tetap semangat dan salam #IndonesiaRaya #Prabowo https://t.co/ix4dWzDokN,1734721044194480369,https://pbs.twimg.com/media/GBL3XIKa4AAtDUY.jpg,,in,Indonesia Raya ,6,252,62,https://x.com/Gerindra/status/1734721044194480369,397673651,Gerindra
1734585399341969529,Tue Dec 12 14:46:00 +0000 2023,498,Jawaban prabowo jelek jelek tapi dihias pake punchline punchline lucu. Terus abis itu supportnya tepuk tangan karna lucu bukan karena on point https://t.co/X8jArh9qhu,1734585399341969529,https://pbs.twimg.com/media/GBJ8OiQbcAAimws.jpg,,in,pyongyang,2,6,77,https://x.com/barubikinlol/status/1734585399341969529,1709548702791352320,barubikinlol
1734571368803713057,Tue Dec 12 13:50:15 +0000 2023,14355,SAVAGE! Jiahhh pak Prabowo diulti balik dong sama pak Anies #DebatCapres #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/qssPoa6t5l,1734571368803713057,https://pbs.twimg.com/ext_tw_video_thumb/1734570978787917824/pu/img/EoQC9nV6hZnXE_9X.jpg,,in,"DKI Jakarta, Indonesia",507,652,4278,https://x.com/Mdy_Asmara1701/status/1734571368803713057,1334853481019056128,Mdy_Asmara1701
1734501129428550031,Tue Dec 12 09:11:09 +0000 2023,1162,Tragis! Kegemoyan Prabowo Telah Dihancurkan oleh Pendukungnya Sendiri Prabowo Kini Tidak Lagi Identik dengan GEMOY sejak Tagar #TangkapPRABOWO Trending Topik. https://t.co/1hBzDH4IJL,1734501129428550031,https://pbs.twimg.com/media/GBIvHZhb0AAuj5g.png,,in,"Bima Sakti, Bumi, Indonesia",22,57,533,https://x.com/abu_waras/status/1734501129428550031,2905814730,abu_waras
1734575455238586656,Tue Dec 12 14:06:30 +0000 2023,6350,Setelah Pak Anies bilang: Sayangnya Pak Prabowo tidak tahan untuk jadi oposisi . Kok pak Prabowo ada reaksi aneh yaa? Tanda apakah itu? https://t.co/OMN4V8FXta,1734575455238586656,https://pbs.twimg.com/ext_tw_video_thumb/1734575262384447488/pu/img/FPvbiVIWFwJBgHLE.jpg,,in,"Jawa Barat, Indonesia",139,616,1441,https://x.com/Muhammad_Saewad/status/1734575455238586656,817600858565197825,Muhammad_Saewad
1734438080982221137,Tue Dec 12 05:00:37 +0000 2023,269,Doa² keluarga korban penculikan yang membuat Prabowo selalu kalah pilpres. Pilpres kali ini kubu Prabowo bener² habis²an segala daya upaya dilakukan untuk memenangkan Prabowo. Sebagai wujud doa dan wujud terima kasih atas perjuangan para pahlawan reformasi mari kita kalahkan https://t.co/IbWrwEYGgV,1734438080982221137,https://pbs.twimg.com/media/GBH2PgQaYAAXWYp.jpg,,in,,4,20,77,https://x.com/03__nakula/status/1734438080982221137,1101696077147729920,03__nakula
1734555161291543018,Tue Dec 12 12:45:51 +0000 2023,293, Kami menempatkan hukum HAM perbaikan pelayanan pemerintahan pemberantasan korupsi perlindungan masyarakat adalah hal yang sangat penting maka dari itu di dalam visi-misi kami berada di bagian paling atas. - Prabowo,1734555161291543018,,,in,Indonesia Raya ,3,26,51,https://x.com/Gerindra/status/1734555161291543018,397673651,Gerindra
1734711280148349225,Tue Dec 12 23:06:13 +0000 2023,422,Lima tahun memoles diri menjadi Gemoy unyu-unyu hancur lebur dalam hitungan menit. Jurus joget-jogetnya selama ini terbukti tidak sepenuhnya mampu menyembunyikan karakter asli Prabowo yang arogan pemarah dan suka lepas kendali. Di lain pihak lawan debatnya sangat piawai https://t.co/aU0SB8QgQT,1734711280148349225,https://pbs.twimg.com/media/GBLuSp2a0AASBfJ.png,,in,"DKI Jakarta, Indonesia",5,46,93,https://x.com/HensuAja/status/1734711280148349225,904714474132606977,HensuAja
1734575418307473815,Tue Dec 12 14:06:21 +0000 2023,16238,prabowo: saya sudah siap mati untuk negara ini timses YEAYYY yeay apa anjg yeay mati??,1734575418307473815,,,in,,780,249,1775,https://x.com/amberneroli/status/1734575418307473815,1139563254022148096,amberneroli
1734584111770333334,Tue Dec 12 14:40:53 +0000 2023,342,Ick prabowo gives me throughout the debate: #DebatCapres 1. Cutting people off when they're speaking (big no no in formal debate) 2. Mention jokowi's name alot like alottt (its giving obsessive behavior) 3. Saying too much nonsense (substance is lackin) 4. (????????) https://t.co/rWT1OcmTPC,1734584111770333334,https://pbs.twimg.com/media/GBJ7DclaUAACgLx.jpg,,en,,5,6,68,https://x.com/GrarianaArande/status/1734584111770333334,1358075215981367301,GrarianaArande
1734616313522205144,Tue Dec 12 16:48:51 +0000 2023,257,Hampir semua yang diucapkan Prabowo tidak ada yang benar.. Soal kondisi keamanan di Indonesia harga pangan dll.. Pantesan yang ada dipikirannya joget-joget karena tidak tahu kondisi real masyarakat Indonesia.. https://t.co/ou4NqhV8n9,1734616313522205144,https://pbs.twimg.com/media/GBKYV_LacAAl-2X.jpg,,in,Indonesia,6,16,93,https://x.com/NalarPolitik_/status/1734616313522205144,214159664,NalarPolitik_
1734569481027166635,Tue Dec 12 13:42:45 +0000 2023,17962, Saya yang mengusung Bapak. Kalau demokrasi kita tidak berjalan Anda tidak mungkin jadi gubernur. - Prabowo.,1734569481027166635,,,in,Indonesia Raya ,823,2864,1733,https://x.com/Gerindra/status/1734569481027166635,397673651,Gerindra
1734622164173602936,Tue Dec 12 23:47:47 +0000 2023,375,@Fahrihamzah Demi anak paduka Prabowo gak ingin kekuasaan.. mulia sekali cs mu pak https://t.co/5wrP65GW85,1734721740818055588,https://pbs.twimg.com/media/GBL4OwCawAAN1fY.jpg,Fahrihamzah,in,,3,17,64,https://x.com/Tan_Mar3M/status/1734721740818055588,1270980383761330176,Tan_Mar3M
1734578516925059485,Tue Dec 12 14:18:40 +0000 2023,1052,Prabowo: Mas Anies saya tidak punya apa-apa! Punya aset Rp 2 triliun saja merasa tidak punya apa2. Apalagi saya yha.. https://t.co/J5kWxaprxy,1734578516925059485,https://pbs.twimg.com/media/GBJ14IbacAA-INq.jpg,,in,Indonesia,34,44,293,https://x.com/doktermarket/status/1734578516925059485,311312187,doktermarket
1734583032303243679,Tue Dec 12 14:36:36 +0000 2023,16957,Anies &amp; Prabowo ️️ Ganjar #DebatCapres https://t.co/kbwHcgXGS1,1734583032303243679,https://pbs.twimg.com/amplify_video_thumb/1734582933988802560/img/os9rl1_WR00QhAQ0.jpg,,in,she/her ✨,875,450,4564,https://x.com/GuarEmperor/status/1734583032303243679,1388477070523572227,GuarEmperor
1734598713652425008,Tue Dec 12 15:38:55 +0000 2023,330,Bingung ngga tuhh Prabowo: Saya Tidak Tanya Covid Saya Tanya Polusi #MemastikanRasaNyaman VisiPakbowo KeadilanYgPasti https://t.co/w7soEpKTPl,1734598713652425008,https://pbs.twimg.com/ext_tw_video_thumb/1734598254938165248/pu/img/wYKg5ggnXMPpakHd.jpg,,in,,43,507,79,https://x.com/yossrsro/status/1734598713652425008,886878090768424960,yossrsro
1734575646376869974,Tue Dec 12 14:07:15 +0000 2023,7476, Intinya rakyat yang putuskan rakyat yang menilai kalau rakyat tidak suka Prabowo dan Gibran gak usah pilih kami saudara-saudara sekalian. Dan saya tidak takut tidak punya jabatan. - Prabowo.,1734575646376869974,,,in,Indonesia Raya ,551,2838,755,https://x.com/Gerindra/status/1734575646376869974,397673651,Gerindra
1734628936779260192,Tue Dec 12 17:39:01 +0000 2023,620,Gak nyangka pak Prabowo yg terlihat berwibawa dan bijaksana ternyata arogan dan sombong.. Dari cara dia membela jkw aja terlihat seperti penjilat Ngerii kalo smpe dia jdi persiden. Tapi puas sma jawaban Anies Santai tpi bikin lawan kena ulti https://t.co/eYWyUeEyLV,1734628936779260192,https://pbs.twimg.com/ext_tw_video_thumb/1734628408351772672/pu/img/a4ryCaIQUpTlLcB7.jpg,,in,"İstanbul, Türkiye",10,54,223,https://x.com/Karinbahary2/status/1734628936779260192,1070798687327186945,Karinbahary2
1734577498778927163,Tue Dec 12 14:14:37 +0000 2023,179,Terus terang aku tuh kasihan sama Pak Prabowo. Siapapun bisa menilai dengan kilat dari jawaban2 gocekan2 tanggapannya muter2 gak sat set das des gak nyambung hy mengandalkan intonasi mengkanak-kanakkan lawan kalau kedodoran akhirnya bilang saya setuju endingnya blunder.,1734577498778927163,,,in,"Yogya,Vienna,Jkt",3,11,43,https://x.com/hanumrais/status/1734577498778927163,114828016,hanumrais
1734582269434794051,Tue Dec 12 14:33:34 +0000 2023,32129,Ini prabowo tuh cara ngomongnya sangat spesifik untuk target masyarakat yang cuman pengen sound bite template capcut jedag jedug TikTok,1734582269434794051,,,in,,968,240,4725,https://x.com/m2ridical/status/1734582269434794051,1292859842466521089,m2ridical
1734570770196738447,Tue Dec 12 13:47:53 +0000 2023,7281,Prabowo merasa berjasa sama Anies nyerang masalah personal pake emosi soal oposisi. Dicounter sama Anies gak betah jadi oposisi makanya mau berkuasa. Hahahahaha pedih. #DebatCapres,1734570770196738447,,,in,iyamrenzia@aol.com,88,85,1140,https://x.com/iyamrenzia/status/1734570770196738447,48375865,iyamrenzia
1734576239082721767,Tue Dec 12 14:09:36 +0000 2023,738, Dalam demokrasi kekuasan tertinggi ada di rakyat hakim yang tertinggi adalah rakyat tanggal 14 Februari rakyat yang akan mengambil keputusan kalau kami tidak benar salah dan berkhianat rakyat yang akan menghukum kami. - Prabowo.,1734576239082721767,,,in,Indonesia Raya ,34,556,101,https://x.com/Gerindra/status/1734576239082721767,397673651,Gerindra
1734593918065582204,Tue Dec 12 15:19:51 +0000 2023,390,Setuju Pak Prabowo... Rakyat Butuh Kesejukan dan Ketenangan Debat kali ini diikuti oleh 1 negarawan dan 2 kandidat yang ambisius mencari kekuasaan Saat sang negarawan bicara persatuan 2 kandidat ambisius sibuk mencari celah dan tendensius untuk menjatuhkan Saat sang negarawan https://t.co/bFOVcKCs5i,1734593918065582204,https://pbs.twimg.com/ext_tw_video_thumb/1734593708098793472/pu/img/lhhGZ_rv5xsUTlFC.jpg,,in,,64,957,107,https://x.com/are_inismyname/status/1734593918065582204,1152447574411902977,are_inismyname
1734570821405073886,Tue Dec 12 13:48:05 +0000 2023,274,Pak Prabowo adalah Capres yang paling ikhlas dan tulus menghormati pencapaian Presiden Jokowi SBY Megawati Gus Dur dan Presiden2 sebelumnya. Ini mental seorang pemimpin. https://t.co/FS1MVDmD5n,1734570821405073886,https://pbs.twimg.com/media/GBJu9zra8AAxLeN.jpg,,in,INDONESIA,20,69,224,https://x.com/hariqosatria/status/1734570821405073886,222348442,hariqosatria
1734561808969855432,Tue Dec 12 13:12:16 +0000 2023,2170, Tidak sesederhana itu Pak Anies. Ada faktor-faktor lain Pak Anies. Ada faktor geopolitik ada faktor ideologi inilah yg masalahnya tdk gampang tp saya sepakat kita harus tegakkan keadilan kita harus dialog ini masalah bangsa semua kekuatan harus kita rangkul. - Prabowo.,1734561808969855432,,,in,Indonesia Raya ,53,705,295,https://x.com/Gerindra/status/1734561808969855432,397673651,Gerindra
1734573096408092702,Tue Dec 12 13:57:07 +0000 2023,561, PAK PRABOWO TIDAK TAHAN MENJADI OPOSISI . Keren Balasan pak @aniesbaswedan menohog..!! https://t.co/YsCBj6iJfn,1734573096408092702,https://pbs.twimg.com/media/GBJxCgjaYAAJF5E.jpg,,in,~#,9,73,166,https://x.com/papa_loren/status/1734573096408092702,1466651308102877187,papa_loren
1734528407923274045,Tue Dec 12 11:06:49 +0000 2023,541,Soal Penculikan Tim Mawar dihukum di masa GD jadi Presiden. Prabowonya kabur ke luar negeri. Secara etik sudah ada sidang yang memecatnya. Namun pertanggungjawaban hukum belum. Nama Prabowo direhabilitasi oleh Megawati secara politik dengan menjadikan dia cawapres di 2009.,1734530239647420557,,arfibambani,in,Jakarta,27,3,127,https://x.com/arfibambani/status/1734530239647420557,71173287,arfibambani
1734572774012985620,Tue Dec 12 13:57:13 +0000 2023,232,@PartaiSocmed Tapi dicounter dan Jleb wkwkwkwkwkkwk. Prabowo pgn berkuasa karena perusahaan nya ditolak terus kredit nya sudah jelas motif prabowo ingin berkuasa itu untuk kepentingan dia pribadi hahahahahahahahhaa,1734573121007706367,,PartaiSocmed,in,Behind Allah SWT,0,5,20,https://x.com/ridwantebellum/status/1734573121007706367,292385779,ridwantebellum
1734566870643286362,Tue Dec 12 13:32:23 +0000 2023,17238,Moderator: Bagaimana penyelesaian pelanggaran HAM di Papua? Prabowo: Kerahkan aparat. Ganjar: Bagaimana kalau bangun dialog? Prabowo: Oh iya saya setuju bangun dialog. Anies: Yang paling utama adalah membangun keadilan. Prabowo: Oh iya saya setuju membangun keadilan juga.,1734566870643286362,,,in,"Jakarta Selatan, DKI Jakarta",803,553,3068,https://x.com/denismalhotra/status/1734566870643286362,478829168,denismalhotra
1734565116656722269,Tue Dec 12 13:59:35 +0000 2023,1118,@goodghan Setuju Format #DebatCapres kali ini terseru dari yg pernah ada. Semesta mendukung ketika beberapa pertanyaan on point kepada capres terkait. Misalnya Pak Prabowo dapat isu HAM &amp; Penegakan Konstitusi MK ,1734573714707267848,,goodghan,in,"Tuban, Indonesia",8,3,73,https://x.com/PanduArioP/status/1734573714707267848,336630730,PanduArioP
1734584670174818773,Tue Dec 12 14:43:07 +0000 2023,910,Prabowo ngenyek Anies ini. Kok bisa calon presiden kayak gini ya.... #DebatCapres https://t.co/ieWKGidILz,1734584670174818773,https://pbs.twimg.com/ext_tw_video_thumb/1734584646594342912/pu/img/plzG5JSEV7LrUVFS.jpg,,in,Indonesia,27,114,205,https://x.com/narkosun/status/1734584670174818773,84221579,narkosun
1734582682817061324,Tue Dec 12 14:35:13 +0000 2023,394,Pertanyaan HAM selalu ditanyakan tiap 5 tahun kata Prabowo. Ya gimana dong tiap 5 tahun nyapres! Hahahaha..,1734582682817061324,,,in,"Tomage-Fakfak, Indonesia",4,22,110,https://x.com/Reiza_Patters/status/1734582682817061324,30766806,Reiza_Patters
1734571284758139336,Tue Dec 12 13:49:55 +0000 2023,849,Mas Anies Mas Anies Saya rasa anda terlalu berlebihan . Saya yang mengusung Bapak. Kalo dulu enggak demokratis mas Anies tidak bisa jadi gubernur. Dulu bapak yg datang malem2 Kalo Pak Jokowi tidak demokratis mas anies tidak bisa jadi gubernur. Saya dulu oposisi. - Pak https://t.co/eqZJT2SrO2,1734571284758139336,https://pbs.twimg.com/media/GBJu_WDaIAAu48W.jpg,,in,💕,25,504,137,https://x.com/NyaiiBubu/status/1734571284758139336,1219890224936783874,NyaiiBubu
1734566375858078194,Tue Dec 12 13:30:25 +0000 2023,14418,Wah keren ini pertanyaan pertama diakhiri dengan kesimpulan Pak Prabowo kurang lebih: Ini persoalan bangsa saya sepakat semua harus bersatu dengan cara duduk bersama demi memperjuangkan keadilan Papua. Ku kira bapak bakal gengsi menyetujui ide bagus dari kedua lawannya.,1734566375858078194,,,in,"DKI Jakarta, Indonesia",82,515,1295,https://x.com/kikysaputrii/status/1734566375858078194,97150468,kikysaputrii
